"","gender","age","country","handed","languages","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","travel","timetravel","bagweight","bagcarry","favlearning","reaction","cellmonths","fitlevel","pulserest","prefquality","superpower","timetaken","year"
"1895","female",15,"newzealand","right",NA,164,25,179,16,37,43,72,79,"bus",10,5000,"two","social",0.375,9,"littlefit",72,"happy","telepathy",1318,11
"3317","male",9,"newzealand","right",1,135,23,173,14,29,36,60,50,"motor",10,2500,"one","arts",0.511,NA,"littlefit",68,"happy","invisibility",1472,5
"7638","male",14,"newzealand","left",1,168,25,184,18,35,44,80,88,"walk",5,5000,"one","technology",0.359,7,"littlefit",108,"happy","time",703,10
"10566","female",11,"newzealand","right",1,147,23,NA,16,29,49,7,65,"bus",28,7000,"two","health",0.468,0,"quitefit",59,"healthy","fly",1474,7
"10007","male",14,"newzealand","left",NA,173,28,162,17,34,48,100,130,"bus",40,7000,"two","health",0.313,14,"quitefit",72,"famous","fly",498,10
"19332","male",13,"newzealand","right",1,175,27,180,18,NA,57,81,85,"bus",35,6300,"two","health",0.406,9,"veryfit",68,"rich","telepathy",1348,9
"1062","female",12,"newzealand","right",2,147,28,157,17,32,46,13,14,"bus",23,6000,"one","arts",0.375,8,"littlefit",96,"rich","telepathy",534,8
"11049","male",15,"newzealand","right",2,172,30,29,11,14,32,25,22,"walk",13,NA,"diagonal","health",0.359,13,"quitefit",57,"rich","invisibility",949,10
"14449","female",15,"australia","right",NA,155,22,159,15,30,50,80,75,"bus",25,NA,"two",NA,0.546,4,"quitefit",64,"rich","time",421,10
"2274","female",13,"newzealand","right",1,152,22,150,16,32,37,65,60,"bus",30,5400,"one","arts",0.351,NA,"littlefit",75,"rich","time",558,9
"14343","female",14,"newzealand","right",1,160,24,159,13,30,40,8,7,"walk",20,NA,"one","arts",0.313,11,"littlefit",84,"happy","fly",534,10
"12203","female",15,"newzealand","right",2,152,8,145,16,17,59,3,7,NA,10,NA,"hand","english",2.813,3,"littlefit",36,"famous","invisibility",2037,9
"17773","male",12,"newzealand","right",2,170,20,170,20,30,50,80,70,"motor",10,NA,"one","mathstats",1.212,0,"quitefit",80,"happy","telepathy",1007,8
"9080","female",13,"newzealand","right",1,165,25,160,16,34,48,95,97,"bus",40,3400,"diagonal","technology",NA,NA,"quitefit",80,"healthy","strength",1108,9
"10183","male",12,"england","right",1,175,24,165,18,NA,NA,80,80,"motor",10,NA,"two","health",0.391,12,"veryfit",2,"rich","time",645,7
"3338","female",13,"newzealand","right",1,162,23,152,17,31,40,70,70,"bike",6,5000,"one","arts",0.372,16,"littlefit",80,"healthy","invisibility",799,9
"6433","male",11,"newzealand","right",2,150,20,150,15,50,60,5,4,"walk",10,500,"one","health",0.422,3,"littlefit",-1,"healthy","time",315,7
"414","male",14,"newzealand","right",1,170,171,170,18,34,49,90,89,"bike",15,5000,"two","arts",0.296,5,"quitefit",84,"rich","time",449,10
"9176","male",13,"newzealand","left",2,151,21,42,17,28,NA,2,3,"walk",20,NA,"two","mathstats",0.422,NA,"quitefit",120,"rich","time",976,9
"8213","female",13,"newzealand","right",1,165,27,177,17,33,52,NA,NA,"bus",15,700,"two","arts",0.391,7,"quitefit",72,"happy","fly",571,9
"17937","female",15,"newzealand","right",1,167,22,166,16,33,42,70,72,"bus",30,3000,"two","health",0.313,16,"quitefit",72,"healthy","telepathy",565,11
"2160","female",13,"newzealand","right",3,NA,25,164,17,32,40,65,70,"bus",35,NA,"diagonal","arts",0.448,62,"quitefit",84,"happy","telepathy",3319,8
"11772","female",12,"newzealand","left",1,148,22,147,16,30,37,71,75,"bike",12,NA,"two","mathstats",0.359,0,"quitefit",76,"healthy","fly",628,8
"17606","male",13,"newzealand","left",1,154,25,163,17,33,46,70,65,"bike",15,1000,"one","health",NA,12,"quitefit",72,"rich","fly",1852,8
"1660","female",12,"newzealand","right",2,167,25,156,15,NA,NA,NA,NA,"walk",10,NA,"one","english",0.33,4,"unfit",65,"happy","time",1081,9
"1201","male",11,"samoa","right",2,150,27,149,39,52,51,99,NA,"motor",15,NA,"hand","arts",3.18,5,"quitefit",0,"healthy","strength",1522,7
"10299","male",12,"newzealand","right",1,163,25,159,18,34,44,70,6,"bike",10,3000,"two","english",3.188,0,"quitefit",-1,"happy","invisibility",857,8
"17828","female",13,"newzealand","right",2,172,27,171,15,32,44,80,83,"bus",75,2500,"diagonal","health",0.36,3,"quitefit",76,"happy","fly",389,10
"7053","male",9,"southafrica","right",2,132,17,133,15,28,15,7,8,"motor",42,NA,"two","english",0.439,2,"veryfit",3,"rich","time",1973,5
"8514","female",12,"newzealand","right",1,150,25,NA,20,32,42,85,70,"motor",2,NA,"two","arts",NA,4,"quitefit",84,"happy","time",1424,8
"19938","female",11,"newzealand","left",1,152,23,135,16,29,46,50,30,"bus",50,3000,"one","health",0.33,6,"littlefit",-1,"healthy","time",789,7
"16794","female",15,"newzealand","ambi",2,164,23,164,14,32,46,100,95,"walk",2,4000,"diagonal","health",0.359,5,"quitefit",76,"happy","time",798,10
"13518","female",14,"newzealand","right",1,160,20,60,10,30,40,50,20,"bus",30,NA,"one","english",1.799,48,"quitefit",45,"rich","invisibility",676,10
"10773","female",17,"australia","right",NA,166,22,160,17,34,42,75,68,"bus",100,500,"one","arts",0.343,10,"littlefit",64,"healthy","time",1478,13
"13824","female",13,"newzealand","right",1,163,24,164,14,30,42,80,82,"walk",10,700,"diagonal","english",0.421,3,"veryfit",104,"healthy","invisibility",495,9
"11478","female",14,"Indonesia","right",2,167,24,166,16,31,42,100,100,"motor",30,9000,"two","technology",0.359,53,"quitefit",104,"happy","time",556,9
"11412","male",13,"newzealand","right",1,154,25,153,6,33,44,7,6,"walk",10,2000,"two","arts",0.437,NA,"quitefit",80,"famous","strength",648,9
"12084","female",14,"newzealand","right",1,160,9,154,6,12,16,3,3,"walk",1,NA,"two","health",1.358,8,"unfit",76,"happy","invisibility",479,10
"16988","female",13,"south america","left",2,159,24,160,15,34,46,90,65,"bus",15,NA,"one","arts",0.53,1,"quitefit",88,"happy","time",652,8
"1026","female",12,"newzealand","right",1,186,26,187,16,32,43,NA,NA,"motor",16,6000,"one","english",0.47,15,"littlefit",32,"happy","time",663,8
"19551","male",13,"newzealand","right",1,158,26,161,15,31,45,80,70,"bus",30,3000,"one","health",0.359,6,"littlefit",72,"rich","strength",381,10
"16351","male",12,"newzealand","left",1,165,26,135,19,33,82,70,80,"bus",25,1500,"two","health",0.437,11,"quitefit",-1,"happy","time",732,8
"20142","male",14,"Fiji","right",3,152,26,64,16,32,50,15,12,"bus",10,NA,"one","health",1.375,3,"quitefit",12,"healthy","strength",1217,9
"928","female",14,"newzealand","right",1,149,22,53,13,30,40,90,90,"walk",40,NA,"two","health",0.405,15,"quitefit",112,"rich","telepathy",670,10
"2971","male",11,"newzealand","right",1,155,24,158,16,30,40,6,7,"bus",20,500,"two","mathstats",0.328,0,"littlefit",80,"healthy","time",635,7
"10744","female",11,"newzealand","right",2,141,22,142,15,28,37,80,90,"motor",5,NA,"two","health",0.481,26,"quitefit",56,"rich","fly",1261,7
"8976","female",12,"newzealand","right",1,154,150,63,14,29,40,75,75,"bus",45,3400,"two","arts",0.469,15,"quitefit",76,"happy","telepathy",1009,8
"9729","female",11,"newzealand","right",1,150,20,125,15,31,39,53,65,"bus",55,4000,"two","arts",0.509,NA,"veryfit",68,"happy","time",416,7
"8699","female",11,"newzealand","right",1,143,22,148,28,14,40,64,60,"bus",15,4000,"two","science",0.474,0,"veryfit",104,"healthy","telepathy",623,7
"8534","female",12,"newzealand","ambi",1,161,24,165,18,33,45,90,84,"motor",2,NA,"diagonal","health",0.484,11,"veryfit",-1,"happy","telepathy",952,8
"12180","male",14,"newzealand","right",2,170,20,150,19,35,45,90,80,"motor",5,1000,"two","technology",0.348,13,"quitefit",20,"happy","time",856,9
"3645","female",12,"newzealand","right",1,150,24,152,15,33,43,70,65,"walk",35,NA,"two","english",2.109,NA,"quitefit",66,"healthy","telepathy",596,8
"14936","male",13,"newzealand","right",2,157,0,163,19,27,45,70,70,"bus",10,850,"two","health",0.498,16,"unfit",80,"rich","fly",1114,8
"11471","female",13,"Korea","right",2,152,22,157,16,34,37,95,95,"walk",10,3000,"two","science",0.344,29,"unfit",80,"happy","fly",436,9
"14535","female",11,"newzealand","right",1,138,20,139,25,30,39,70,170,"motor",5,NA,"one","health",1.062,NA,"quitefit",61,"happy","fly",1167,7
"6668","female",11,"newzealand","ambi",1,158,27,158,15,31,73,8,7,"walk",20,NA,"one","health",0.576,8,"quitefit",44,"happy","time",827,7
"19395","male",10,"samoa","ambi",2,152,22,NA,16,36,41,70,60,"other",5,1000,"two","health",0.328,NA,"quitefit",64,"famous","time",2220,6
"13458","female",13,"newzealand","right",1,168,23,168,15,33,44,82,79,"bus",50,7000,"one","english",0.375,9,"quitefit",92,"healthy","invisibility",1354,9
"11009","female",13,"newzealand","left",1,165,24,163,13,29,45,80,60,"walk",20,NA,"one","arts",0.406,9,"quitefit",180,"happy","fly",1062,9
"17975","male",11,"newzealand","ambi",2,147,26,142,17,30,23,49,46,"walk",10,NA,"diagonal","health",0.344,0,"quitefit",80,"famous","invisibility",1335,8
"4472","female",12,"newzealand","right",2,160,24,170,11,30,40,10,9,"walk",30,NA,"two","arts",0.387,3,"littlefit",76,"happy","invisibility",554,8
"5955","male",14,"england","right",2,163,27,168,16,30,43,80,74,"walk",15,2000,"two","arts",0.407,27,"veryfit",60,NA,NA,345,11
"16025","male",10,"newzealand","right",1,142,21,130,31,40,34,64,75,"motor",9,NA,"two","technology",0.456,0,"quitefit",132,"happy","strength",1016,5
"16103","female",15,"newzealand","right",2,162,24,162,17,32,43,70,75,"walk",1,NA,"hand","science",0.375,1,"quitefit",100,"happy","fly",1258,11
"7625","female",13,"australia","right",1,105,21,105,NA,30,NA,NA,NA,"motor",15,NA,"one","arts",0.438,7,"quitefit",37,"famous","fly",641,9
"15051","female",13,"newzealand","right",1,162,22,166,15,32,39,70,71,"bus",55,5300,"two","arts",0.395,21,"quitefit",76,"happy","fly",503,9
"14888","female",15,"newzealand","right",1,165,22,162,15,32,45,80,83,"bus",30,NA,"one","mathstats",0.406,3,"littlefit",100,"happy","telepathy",510,10
"4644","male",13,"newzealand","right",2,154,23,160,17,37,56,NA,NA,"bus",41,NA,"hand","arts",0.343,1,"littlefit",72,"healthy","time",397,9
"13289","female",15,"england","right",1,167,26,174,16,32,45,84,95,"train",20,600,"two","arts",0.313,8,"veryfit",33,"happy","fly",303,10
"11607","female",13,"Mauritius","right",3,168,24,168,16,30,43,90,100,"bus",63,5000,"one","arts",0.485,3,"quitefit",66,"happy","telepathy",1033,9
"8579","female",11,"newzealand","left",2,134,22,NA,16,30,49,9,7,"walk",10,NA,"one","arts",1.362,12,"quitefit",-1,"happy","invisibility",1324,7
"20159","female",16,"Japan","right",3,174,25,168,15,34,42,NA,NA,"walk",5,6000,"two","arts",0.34,5,"unfit",90,"happy","fly",798,12
"13042","female",14,"Ireland","left",NA,154,17,NA,NA,NA,0,NA,NA,"bus",45,5000,"two","science",0.328,12,"quitefit",0,"happy","telepathy",353,10
"6777","male",11,"newzealand","right",1,149,24,143,15,30,32,70,73,"motor",10,1800,"two","mathstats",0.406,0,"veryfit",84,"healthy","strength",491,8
"268","female",14,"newzealand","right",2,169,25,165,15,32,43,8,7,"walk",2,9000,"one","health",0.297,6,"littlefit",68,"healthy","telepathy",644,10
"13550","female",13,"samoa","right",2,173,24,170,18,36,15,100,80,"motor",15,NA,"one","english",0.781,NA,"quitefit",84,"happy","invisibility",792,9
"12294","female",15,"england","right",1,174,22,177,6,33,42,70,80,"motor",20,500,"one","science",0.374,11,"quitefit",71,"happy","fly",649,11
"4161","male",11,"newzealand","right",1,150,22,161,17,33,58,75,65,"motor",20,NA,"two","arts",0.38,0,"quitefit",35,"healthy","time",950,7
"120","female",9,"china","right",2,135,20,135,13,28,34,70,70,"bus",65,2000,"two","mathstats",0,1,"littlefit",60,"happy","telepathy",481,5
"4150","male",14,"newzealand","ambi",NA,NA,25,110,16,33,40,9,7,"bike",5,NA,"two","arts",1.468,9,"littlefit",54,"happy","time",517,9
"18106","male",10,"newzealand","right",2,150,55,165,18,34,37,100,100,"walk",10,1000,"two","mathstats",2.578,36,"littlefit",78,"healthy","strength",833,6
"1425","female",13,"newzealand","right",1,157,25,158,15,30,46,68,71,"motor",15,4000,"two","technology",0.44,0,"quitefit",72,"happy","invisibility",786,9
"8555","female",13,"newzealand","right",1,166,24,164,15,32,40,NA,NA,"walk",8,5500,"one","arts",1.547,0,"littlefit",80,"happy","time",729,9
"17506","female",12,"newzealand","right",2,159,21,58,17,32,400,3,6,"bus",25,NA,"one","arts",1.422,12,"quitefit",-1,"happy","fly",1151,9
"12032","female",14,"newzealand","left",NA,166,24,168,15,34,45,10,10,"walk",8,900,"two","arts",0.452,14,"quitefit",100,"healthy","fly",669,10
"11665","female",14,"newzealand","right",3,NA,22,230,20,40,40,80,80,"bus",10,NA,"one","arts",0.36,18,"littlefit",80,"happy","time",595,10
"6362","female",13,"colombia","right",4,155,25,148,16,31,41,70,73,"walk",5,5500,"two","arts",0.384,5,"veryfit",17,"happy","telepathy",1412,9
"17025","male",13,"newzealand","right",1,173,27,174,19,34,47,79,78,"motor",22,500,"one","health",0.313,4,"littlefit",12,"happy","time",1204,9
"5929","male",9,"newzealand","right",1,100,24,58,17,26,14,70,80,"motor",20,17000,"two","mathstats",0.421,NA,"quitefit",80,"rich","time",755,5
"11561","female",11,"newzealand","right",2,150,23,163,20,35,42,70,70,"walk",15,NA,"diagonal","mathstats",0.423,5,"quitefit",70,"healthy","time",614,7
"6737","female",10,"newzealand","right",2,150,24,157,15,31,37,14,16,"motor",10,NA,"one","english",1.859,NA,"littlefit",48,"healthy","invisibility",1707,6
"6833","male",11,"newzealand","left",1,149,25,149,17,31,NA,70,NA,"other",30,1500,"two","technology",1.968,6,"veryfit",68,"rich","fly",2528,7
"11271","female",13,"newzealand","left",2,160,24,162,15,32,38,9,9,"bus",48,NA,"one","science",0.516,17,"littlefit",107,"happy","time",1015,9
"17079","female",13,"newzealand","right",1,114,24,150,17,35,38,75,73,"walk",15,NA,"diagonal","science",0.36,NA,"quitefit",71,"rich","telepathy",823,9
"422","female",10,"england","left",1,144,21,NA,NA,30,40,70,60,"motor",30,NA,"diagonal","arts",0.506,40,"quitefit",26,"healthy","invisibility",556,6
"1861","male",12,"newzealand","right",1,160,27,169,17,32,48,91,101,"bike",3,NA,"two","technology",0.456,0,"veryfit",74,"healthy","invisibility",1206,8
"2990","female",10,"newzealand","right",1,100,25,NA,16,28,40,90,89,"walk",15,NA,"two","arts",0.406,0,"veryfit",60,"rich","invisibility",1175,6
"17635","female",8,"newzealand","right",1,137,22,142,NA,NA,36,70,60,"walk",17,NA,"two","arts",0.703,0,"quitefit",81,"healthy","telepathy",963,5
"18782","male",12,"newzealand","right",1,114,21,135,6,15,44,63,60,"bike",10,700,"two","english",0.454,NA,"littlefit",100,"rich","invisibility",1991,8
"20051","male",13,"newzealand","right",NA,175,24,156,16,35,42,NA,82,"bike",8,3000,"two","health",0.516,30,"quitefit",-1,"happy","invisibility",677,9
"17249","female",13,"newzealand","right",1,164,25,170,17,31,40,78,83,"bus",50,14000,"two","arts",0.507,1,"littlefit",48,"happy","telepathy",1425,9
"10747","female",11,"newzealand","right",1,155,23,154,15,30,41,65,66,"walk",18,7000,"two","arts",1.397,4,"quitefit",48,"happy","time",1264,7
"16454","female",12,"newzealand","right",3,160,21,157,18,32,47,70,76,"motor",3,500,"one","languages",0.562,1,"littlefit",44,"happy","fly",920,8
"16697","male",13,"newzealand","right",1,175,27,185,19,37,42,22,66,"walk",10,4000,"two","health",1.234,8,"quitefit",58,"rich","strength",486,9
"17337","female",14,"newzealand","right",1,167,24,172,14,30,49,83,81,"walk",28,5700,"two","languages",0.359,13,"veryfit",64,"happy","telepathy",551,10
"16865","female",NA,"newzealand","right",1,178,23,177,17,34,46,100,99,"motor",15,2122,"two","health",0.375,1,"quitefit",68,"happy","time",987,10
"11748","female",13,"newzealand","right",NA,NA,23,146,NA,NA,10,1,1,"bus",30,550,"one","health",0.641,2,"quitefit",-1,"famous","telepathy",1080,9
"978","female",15,"newzealand","right",1,169,26,175,18,33,42,95,97,"walk",15,15000,"two","science",0.454,0,"quitefit",104,"healthy","time",636,11
"11011","male",11,"newzealand","right",1,147,25,NA,15,28,35,75,70,"bike",5,NA,"two","health",0.422,12,"veryfit",145,"healthy","time",1274,6
"14634","female",14,"southafrica","right",2,164,22,173,14,33,55,78,79,"bus",55,4000,"one","arts",0.41,2,"quitefit",58,"rich","telepathy",1824,10
"10849","male",11,"South africa","left",1,136,21,134,14,27,35,70,65,"motor",3,2200,"two","health",0.569,2,"quitefit",91,"healthy","time",557,6
"12366","male",11,"newzealand","right",1,152,24,154,18,42,42,90,70,"motor",25,NA,"diagonal","languages",0.406,5,"quitefit",20,"healthy","invisibility",775,7
"7581","female",13,"newzealand","right",1,156,27,143,14,28,42,76,67,"bus",40,NA,"one","health",0.391,29,"veryfit",64,"happy","fly",733,9
"18572","female",13,"newzealand","right",2,166,24,168,15,12,43,93,96,"motor",10,7000,"one","languages",0.328,24,"littlefit",88,"happy","telepathy",896,9
"5879","male",13,"america","right",1,177,27,184,18,35,44,100,110,"bus",30,5000,"two","arts",0.375,3,"quitefit",76,"happy","fly",875,9
"17783","female",14,"newzealand","right",2,145,22,145,NA,10,38,7,7,"motor",0,4000,"one","arts",0.428,6,"littlefit",65,"happy","time",815,10
"1265","male",13,"newzealand","left",1,160,24,160,17,33,41,93,99,"walk",30,600,"two","mathstats",0.407,6,"quitefit",80,"healthy","telepathy",577,9
"19139","male",8,"australia","right",1,135,20,133,15,26,634,80,83,"motor",3,NA,"two","mathstats",0.516,0,"veryfit",56,"healthy","invisibility",1061,4
"643","female",13,"newzealand","right",1,159,24,160,15,28,41,70,75,"train",45,6100,"two","mathstats",0.359,5,"veryfit",76,"happy","fly",960,9
"7463","female",11,"china","ambi",2,148,21,151,15,30,47,80,9,"motor",15,6000,"two","mathstats",0.549,39,"quitefit",92,"happy","fly",1285,7
"10318","female",10,"newzealand","right",1,145,21,144,14,31,40,60,60,"motor",2,NA,"one","arts",0.48,NA,"quitefit",100,"famous","fly",1005,6
"19155","female",11,"Malaysia","right",3,150,22,150,15,30,46,85,15,"walk",30,4600,"diagonal","health",0.421,2,"littlefit",104,"healthy","fly",6128,7
"6212","male",8,"newzealand","right",NA,128,19,124,13,29,34,70,78,"motor",10,2000,"two","arts",0.627,NA,"veryfit",44,"rich","time",830,5
"1963","female",12,"china","right",3,154,24,154,15,30,38,8,8,"bus",30,NA,"two","english",0.375,24,"quitefit",72,"healthy","fly",790,8
"19907","female",11,"newzealand","right",1,142,24,141,18,32,38,70,60,"motor",20,3000,"two","science",0.377,36,"quitefit",70,"happy","invisibility",570,7
"860","female",10,"newzealand","right",1,143,22,129,15,29,32,12,14,"walk",5,2000,"diagonal","arts",0.313,NA,"littlefit",76,"happy","invisibility",354,6
"9989","female",14,"Fiji","right",NA,160,20,160,10,30,40,70,70,"motor",10,NA,"one","mathstats",0.471,0,"littlefit",92,"healthy","strength",1342,9
"9708","female",12,"newzealand","right",2,154,24,153,15,28,42,90,95,"walk",5,NA,"two","arts",0.458,2,"veryfit",52,"famous","time",575,8
